company_name,address_lines,person,phone,web
DG Group,"['30 Floral Parkway', 'Concord, ON', 'L4K 4R1']",Darren Steedman,905-669-5571,http://www.dggroup.ca
DG Group,"['30 Floral Parkway', 'Concord, ON', 'L4K 5R1']",Darren Steedman,905-669-5571,www.dggroup.ca
DG Renovations,"['69 Muriel Street', 'Ottawa, ON', 'M1S 4C9']",Denis Groulx,613-698-0618,https://dg-renovations.com/
DHP Contracting,"['94 Curtis Street', 'St. Thomas, ON', 'N5P 1J2']",Dave Derrough,(519) 633-8820,www.dhpcontracting.com
Diamante Urban Corporation,"['100 Davenport Road', 'Toronto, ON', 'M5R 1H7']",Paolo Palamara,416-741-7207,http://www.diamantedevelopment.com
Diamond Contracting,"['2372 Binbrook Road East', 'Binbrook, ON', 'L0R 1C0']",Peter Ostermeier,(905) 692-5690,http://diamond-contracting.ca/
Diamond Homes by Davis,"['1458 Fish and Game Club Road', 'Stirling, ON', 'K0K 2C0']",John Davis,613-398-0170,https://diamondhomesbydavis.com/
Diamond Schmitt Architects Incorporated,"['384 Adelaide Street West', 'Toronto, ON', 'M5V 1R7']",Donald Schmitt,416-862-8800,http://www.Dsai.ca
Diamondcorp,"['22 St. Clair Avenue East', 'Toronto, ON', 'M4T 2S3']",Steve Diamond,416-324-5409,http://www.diamondcorp.ca
Dick Masse Homes Ltd.,"['P.O. Box 158', 'Thorndale, ON', 'N0M 2P0']",Rich Masse,519-461-0138,www.dickmassehomes.ca
Dietrich Homes,"['56 York Dr', 'Peterborough, ON', 'K9K 0H8']",Paul Dietrich,705-768-6248,https://dietrichhomes.ca/
Digital21  Smart Home Specialists Inc.,"['5 - 1026 Cooke Blvd.', 'Burlington, ON', 'L7T 4A8']",Cale Kerkhof,(905) 637-6966,http://digital21.ca/
Digreen Homes Inc.,"['327 Renfrew Drive', 'Markham, ON', 'L3R 9S8']",Abubakar Masood,905-513-7999,http://digreenhomes.ca
Dillon Consulting Limited,"['235 Yorkland Boulevard', 'Toronto, ON', 'M2J 4Y8']",Allen Benson,416-229-4647,http://www.dillon.ca
Dillon Consulting Limited,"['235 Yorkland Boulevard', 'Toronto, ON', 'M2J 4Y8']",Joseph Guzzi,416-554-1518,www.dillon.ca
Dillon Consulting Limited,"['111 Farquhar St. Suite 201', 'Guelph, ON', 'N1H 3N4']",Stephanie Seebach,519-571-9833,N/A
Dillon Consulting Ltd.,"['130 Dufferin Ave.', 'London, ON', 'N6A 5R2']",Rick Dykstra,519-438-1288,N/A
Dimanti Stone Works,"['5275 Brendan Lane', 'Oldcastle, ON', 'N0R 1L0']",Phil Dimambro,519-737-1155,dswstone.com
Dira Construction,"['200 Edinburgh Road N.', 'Guelph, ON', 'N1H 5R9']",Ben Direnzo,(519) 836-0370,-
Discovery Dream Homes,"['4 McCloskey Rd.', 'Keene, ON', 'K9J 0G6']",Ray King,705-295-5647,www.discoverydreamhomes.com
Discovery Dream Homes,"['4 McCloskey Rd', 'Keene, ON', 'K9J 0G6']",Raymond King,705-400-5647,www.discoverydreamhomes.com
Distinct Drafting & Design Inc.,"['PO Box 6245', 'Prince Edward County, ON', 'K0K 2T0']",Andrew Snelling,613.893.0493,distinctdrafting.ca
Distinctive Appliances Inc.,"['2025 Cunard Street', 'Laval, QC', 'H7S 2N1']",Jeannie Sasaki,416-435-1511,http://www.distinctive-online.com
Distinctive Bathrooms & Kitchens,"['2035 Lanthier Dr', 'Orleans, ON', 'K4A 3V3']",Francis Butler,613-834-1796,http://www.dbkottawa.com
Distinctive Homes & REAL ESTATE Ltd. Brokerage,"['13405 Desro Drive', 'Tecumseh, ON', 'N8N 2L9']",Chris MacLeod,519-259-5800,distinctivehomesandrealestate.ca
Distrikt Capital Corporation,"['1-90 Wingold Avenue', 'Toronto, ON', 'M6B 1P5']",Emil Toma,416-628-8038,http://www.distrikt.com
Diverso Energy,"['51 Wolseley Street, Unit102 Toronto', 'Toronto, ON', 'M5T 1A4']",Anthony Melillo,905-317-2404,diversoenergy.com
Diverso Energy L.P.,"['51 Wolseley Street', 'Barrie, ON', 'L4N 8P2']",Anthony Melillo,905-317-2404,https://www.DiversoEnergy.com
Dixon Homes Inc.,"['75 Brant Avenue', 'BRANTFORD, ON', 'N3T 3HY2']",Mark Dixon,519-754-1079,N/A
DJB Chartered Professional Accountants,"['1 - 570 Highland Rd. W.', 'Hamilton, ON', 'L8W 0C4']",Andrew Ferro,(905) 525-9520,http://www.djb.com
DJB Chartered Professional Accountants,"['5045 South Service Road', 'Burlington, ON', 'L7L 5Y7']",Tom Sawchuk,905-681-6900,http://www.djb.com
djDESIGN,"['378 Hunter Street', 'Woodstock, ON', 'N4S 4G2']",Derek Jukema,(519) 539-9987,-
djDESIGN Inc. ,"['378 Hunter Street', 'Woodstock, ON', 'N4S 4G2']",Derek Jukema,519-539-9987,djdesign.ca/
Doan's Overhead Doors,"['121 Queen St', 'Lindsay, ON', 'K9V 1G8']",Jim Doan,705-324-1005,https://www.doansoverheaddoors.com
Doering Design and Build Ltd.,"['44 Gradwell Drive', 'Toronto, ON', 'M1M 2M9']",Matthew Doering,416-450-4407,http:///www.DoeringDesignAndBuild.ca
Dolmen Group Inc.,"['1195 Stellar Drive', 'Newmarket, ON', 'L3Y 7B8']",Sean Gilmore,905-758-0866,http://www.DolmenGroupInc.com
Dolphin Fiberglass Pools,"['Box 22003', 'Trenton, ON', 'K8V 6S3']",Ronald Mitchell,613-394-9822,N/A
Domday Developments,"['740 Hyde Park Road P.O. Box 28145', 'London, ON', 'N6H 5R2']",Jason Leitch,519-670-2727,www.domdaydevelopments.com
Domilya Group Construction Inc.,"['4380 South Service Road', 'Burlington, ON', 'L7L 5Y6']",Heba Ahmed,905-366-4592,http://www.domilyagroup.ca
Dominion Roofing,"['113 Cartwright Avenue', 'Toronto, ON', 'M6A 1V4']",Sefora Montanari,416-789-0601,http://www.dominionroofing.com
Domus Developments (London) Inc.,"['200 Village Walk Blvd', 'London, ON', 'N6G 0W8']",Michael Mescia,519-439-3881,www.domusdev.com
Don & Son Building Supplies,"['1289 Somerville St. N.', 'Oshawa, ON', 'L1G 7L5']",Lou Mastroianni,905-576-1765,www.donandson.com
Don Lea Lumber Ltd.,"['1062 Copperstone Drive', 'Pickering, ON', 'L1W 3V8']",Ray Pottier,905-428-0197,www.donlealumber.com
Donald Contracting Limited,"['333 Humberline Drive', 'Toronto, ON', 'M9W 5X3']",Sergio Manarin,416-675-4134,http://donaldgroup.ca/
Donia Aluminum & Roofing Ltd.,"['300 Newkirk Road', 'Richmond Hill, ON', 'L4C 3G7']",Lorenzo Donia,905-508-7666,N/A
Donwest Construction Ltd.,"['15 Barrie Blvd.', 'St. Thomas, ON', 'N5P 4B9']",Jason McWhirter,(519) 633-0691,www.donwest.ca
Dor-Ann Homes Ltd.,"['415 Maitland Dr.', 'Belleville, ON', 'K8N 4Z5']",Jamie O'Shea,613-966-2424,-https://www.dorann.com/
Dor-Co Garage Doors Sales & Service,"['5340 Brendan Lane, RR #1', 'Oldcastle, ON', 'N0R 1L0']",Terry Mayea,519-737-6915,dor-co.com
Dorex Hardware,"['1866 Kipling Avenue', 'Toronto, ON', 'M9W 4J1']",Demetrios Zissopoulos,416-241-4445,http://www.dorex.com
Dorken Systems Inc.,"['4655 Delta Way', 'Beamsville, ON', 'L0R 1B4']",David Demaria,(905) 563-3255,http://www.deltams.com
Dorsay Development Corporation,"['130 Adelaide Street West', 'Toronto, ON', 'M5H 3P5']",Geoffrey Grayhurst,416-368-1460,http://www.dorsay.ca
Doug Geoffrey Construction Ltd. ,"['185 Marlborough Street', 'Exter, ON', 'N0M 1S2']",Greg Geoffrey,519-235-2961,N/A
Doug Tarry Limited,"['358 Elm Street', 'St. Thomas, ON', 'N5R 1K1']",Suzie Dennis,519-637-6819,www.dougtarryhomes.com
Doug Tarry Ltd.,"['358 Elm Street', 'St. Thomas, ON', 'N5R 1K1']",Doug Tarry,(519) 631-9300,www.dougtarryhomes.com
Doughty Aggregates (Peterborough) Ltd.,"[""1566 Young's Point Rd."", 'Lakefield, ON', 'K0L 2H0']",Kerry Doughty,(705) 652-3016,www.doughtyaggregates.com
Doughty Masonry Center,"['1555 Chemong Rd., P.O. Box 501', 'Peterborough, ON', 'K9J 6Z6']",Robert Young,705-743-7740,www.doughtymasonry.ca
Downsview Plumbing Limited,"['4299 Queen Street East', 'Brampton, ON', 'L6T 5V4']",Frank Quattrociocchi,905-794-1167,N/A
Dows Climate Care,"['63 Dufferin Ave', 'Trenton, ON', 'K8V 5C8']",Robert Lake,(613) 394-5000,dowsclimatecare.com
DRT Custom Homes & Renovations,"['239 Four Mile Creek Road', 'Niagara on the Lake, ON', 'L0S 1J0']",Isabella Burt,905-658-8283,www.drtcustomhomes.com
Drummond BMR,"['90 Matthew St', 'Marmora, ON', 'K0K 2M0']",Preston Collins,613-813-7255,N/A
DryBasements.com Ltd.,"['P.O. Box 20124', 'Woodstock, ON', 'N4S 8X8']",Jeff Brown,519-421-0852,DryBasements.com
Dryden Smith & Head Planning Consultants Ltd.,"['54 Cedar Street North', 'Kitchener, ON', 'N2H 2X1']",Andrew Head,519-745-3540,www.dsh.ca
DS Consultants Ltd.,"['6221 Highway 7', 'Vaughan, ON', 'L4H 0K8']",Keith Buth,905-264-9393,http://www.dsconsultants.ca
DSBG,"['62-70 Great Gulf Drive', 'Vaughan, ON', 'L4K 0K7']",Nick Malfara,416-367-3724,http://www.dsbg.ca
DSP Group,"['162 Locke Street South', 'Hamilton, ON', 'L8P 4A9']",Nancy Frieday,905-572-7477,http://www.dspgroup.ca
Dual Tek Home & Business Systems,"['156 Duncan Mill Road', 'Toronto, ON', 'M3B 3N2']",George Koutsavlakis,416-750-3300,http://www.dualtek.ca
Duca Financial Services Credit Union Ltd.,"['5290 Younge Street', 'North York, ON', 'M2N 5P9']",Mauro Mauri,(905) 332-2763,https://www.duca.com/
Ducon Contractors & Homes,"['P.O. Box 1205', 'Trenton, ON', 'K8V 5R9']",David Wikkerink,(613) 392-6891,-http://www.duconcontractors.com/
Dufferin Concrete,"['PO Box 5400', 'Concord, ON', 'L4K 1B6']",Brad Hewitson,519-651-7207,-
Dufferin Concrete,"['4216 Bartlett Road', 'Beamsville, ON', 'L0R 1B1']",Joe Katzman,905-933-2798,www.crhcanada.com
Dufferin Concrete,"['P. O. Box 1360', 'Kitchener,, ON', 'N2G 4H9']",Lindsay Sebben,519-872-0230,crhcanada.com
Dufferin Concrete,"['P. O. Box 1360', 'KITCHENER, ON', 'N2G 4H9']",Joel Jennings,519-983-2808,N/A
"Dufferin Concrete, a division of CRH Canada Group Inc.","['886 Nebo Road', 'Hamilton, ON', 'L0R 1P0']",,(866) 436-8171,http://www.holcim.ca
Duimering Homes,"['7164 Sideroad 15, RR#2', 'Moorefield, ON', 'N0G 2K0']",Jeff Duimering,519-638-9948,www.jduimering.ca
Duncan Drywall,"['1160 Snow Valley Rd. R.R.#3', 'Minesing, ON', 'L9x 1J4']",Rob Duncan,705-733-6114,www.duncandrywall.ca
Duncan Harwood Custom Homes Inc.,"['4170 Catherine Street', 'Dorchester, ON', 'N0L 1G0']",Kevin Murphy,519-200-3489,www.duncanharwood.com
Dundene Homes Inc.,"['1660 Bayview Avenue', 'Toronto, ON', 'M4G 3C2']",Jurij Sennecke,416-863-6116,http://www.dundenehomes.ca
Dunpar Homes,"['105 Six Point Road', 'Etobicoke, ON', 'M8Z 2X3']",John Zanini,416-236-9800,http://www.dunparhomes.com
Dunsire Developments (Canada) Inc.,"['5100 South Service Road', 'Burlington, ON', 'L7L 6A5']",Shawn Keeper,888-519-2346,http://www.dunsire.com
Dunsire Developments (Canada) Inc.,"['54-5100 South Service Road', 'Burlington, ON', 'L7L 6A5']",Shawn Keeper,https://www.dunsire.com,https://www.dunsire.com
Duo Building Ltd.,"['663 Central Avenue', 'London, ON', 'N5W 3P7']",John Relouw,519-434-0960,www.duobuilding.com
DuPont,"['6925 Century Avenue', 'Mississauga, ON', 'L5N 7K2']",Lola Bower,905-302-2063,http://www.insulateyourhome.ca
DuPont Performance Building Solutions,"['579 Sherene Terrace', 'London, ON', 'N6H 3J9']",Bruce Kelly,519-857-8745,www.dupont.ca/en/brands/tyvek
Durabuilt Construction Inc.,"['2212 Gladwin Cres.', 'Ottawa, ON', 'K1B 5N1']",Angelo Serpellini,613-565-9275,http://durabuilt.ca
Duracon Construction Services & Dura Painting,"['82 Braith Crescent', 'Stouffville, ON', 'L4A 0B7']",Mike Borrelli,416-688-9191,http://www.duraconconstruction.com
Durco Construction Limited,"['1631 Lakeshore Rd.', 'Sarnia, ON', 'N7T 7H6']","Frank Durco, Sr.",(519) 541-1653,-
Durham College,"['1610 Champlain Avenue', 'Whitby, ON', 'L1N 6A7']",Rebecca Milburn Principal and Dean,905-721-3344,www.durhamcollege.ca
Durham Homes,"['1552 Bayview Avenue', 'Toronto, ON', 'M4G 3B6']",Jeff Goldman,416-485-8805,N/A
Durham Region Home Builders' Association,"['Box 26064 - 206 King Street East', 'Oshawa, ON', 'L1H 1C0']",Stacey Hawkins,905-579-8080,www.zzeem.com
Durock Alfacing International Limited,"['101 Roytec Road', 'Woodbridge, ON', 'L4L 8A9']",Dolores Ursini,905-856-0133,http://www.durock.com
Durock Alfacing International Ltd.,"['101 B Roytec Rd', 'Woodbridge, ON', 'L4L 8A9']",Peter Manes,(905) 856-0133,http://durock.ca/
Duromac Homes,"['1327 County Road 64', 'Carrying Place, ON', 'K0K 1L0']",Dumon MacDonald,613-243-6715,http://duromachomes.com/
Durward Jones Barkwell & Company LLP,"['20 Corporate Drive', 'St. Catharines, ON', 'L2S 3W2']",Jeff McLean,(905) 684-9221,www.djb.com
Dussin Quality Homes,"['270 Springbrook Avenue', 'Ancaster, ON', 'L9G 3K9']",James Dussin,(905) 648-9919,http://www.dussinqualityhomes.com
 Dustin Design & Drafting ,"['98 A Graham Avenue', 'Renfrew, ON', 'K7V 2L9']",Dustin Poole,613-795-2860,https://dustindesigndrafting.com/
Duvanco Homes Inc.,"['5194 Hwy 62 South', 'Belleville, ON', 'K8N 4Z7']",Dustin Van Soelen,613-966-4499,-http://www.duvancohomes.com/
DW Land Development Services Inc.,"['965 Stewart Lee Ave', 'Almonte, ON', 'K0A 1A0']",Patrick Welch,613-794-8513,info@dwlds.ca
Dwellings Design-Build,"['1431 Old Brooke Road', 'Maberly, ON', 'K0H 2B0']",Kristopher Bailey,613-290-4598,Ecobuilders.ca
Dynamic Heating and Cooling,"['500 Upper Wellington St,', 'Hamilton, ON', 'L9A 3P5']",Sarah Tigau,(289) 962-4811,https://dynamicheatandcool.ca/
Dynamic Kitchens ,"['4094 Eastgate Crescent', 'London, ON', 'N6L 1B2']",Kevin Bowers,519-652-5091,www.dynamickitchens.ca
E-M Air Systems Inc.,"['69 Romina Drive', 'Concord, ON', 'L4K 4Z9']",Enzo Colosimo,905-738-0450,http://www.emair.ca
E-Zee Forming,"['90 Trinity Church Road', 'Hamilton, ON', 'L8W 3S2']",,(905) 387-9394,N/A
E. Manson Investments Limited,"['620 Wilson Avenue', 'Toronto, ON', 'M3K 1Z3']",Rick Goldberg,416-630-6927,http://www.emeryinvestments.com
E.I. du Pont Canada Company,"['1919 Minnesota Court', 'Mississauga, ON', 'L5N 0C9']",Maggie Abbey,(905) 816-3326,http://www.construction.tyvek.ca
Eagle Heating and Cooling,"['5205 8th Concession Rd', 'Maidstone, ON', 'N0R 1K0']",Ozzie Rizzo,519-737-7778,eaglehc.net
Eagleview Construction,"['4-500 Bingemans Centre Drive', 'Kitchener, ON', 'N2B 3X9']",Iain Kent,519-496-2867,www.eagleviewconstruction.com
Earth Park Homes (Stratford) Inc.,"['73 Hincks Street,', 'New Hamburg, ON', 'N3A 2A2']",Louis Veenstra,519-662-3610,-
East Elgin Concrete Forming,"['10 Elm Street', 'Tillsonburg, ON', 'N4G 0A7']",Tyson Van Leeuwen,519-842-6667,www.eecf.ca
East Elgin Concrete Forming,"['10 Elm Street', 'Tillsonburg, ON', 'N4G 0A7']",Tyson Van Leeuwen,519-842-6667,www.eecf.ca
East Elgin Concrete Forming,"['10 Elm St.', 'Tillsonburg, ON', 'N4G 0A7']",Tyson VanLeeuwen,519-842-6667,www.eecf.ca
East Elgin Concrete Forming,"['10 Elm Street', 'Tillsonburg, ON', 'N4G 0A7']",Tyson VanLeeuwen,519-842-6667,eecf.ca
East Elgin Concrete Forming,"['10 Elm St.', 'TILLSONBURG, ON', 'N4G 0A7']",Tyson Vanleeuwen,519-842-6667,N/A
Eastboro Designs,"['Ottawa, Ontario', 'Ottawa, ON', 'K2E 7V7']",Deirdre Jorssen,613-220-9997,https://www.eastborodesigns.com/
Eastern Design Windows and Doors Renovations Ltd.,"['45 Lahr Drive, Unit #1', 'Belleville, ON', 'K8N 5S2']",Brian Garrard,(613) 962-3800,easterndesign.ca
Eastern Ontario Construction Company Ltd.,"['292B Avondale Avenue', 'Ottawa, ON', 'K1Z 7G8']",Salem MacDonald,613-798-2055,-
Eastern Restoration & Masonry Contractor,"['121 Dundas Street East', 'Belleville, ON', 'K8N 1C3']",Vern Hartwig,(613) 962-2915,www.easternrestoration.ca
Eastern Restoration PTBO LTD,"['121 Dundas St. E Suite 107A', 'Belleville, ON', 'K8N 1C3']",Draydon Hartwig,705-743-8832,N/A
Easton's Group / Gupta Group Developments Inc.,"['3100 Steeles Avenue East', 'Markham, ON', 'L3R 8T3']",Jennie Barker-Lashley,905-940-9409,http://www.guptagroup.ca
Easy Building Products Ltd.,"['P. O. Box 137,', 'Hensall, ON', 'N0M 1X0']",Dan Vanderlaan,519-263-3107,easybuildingproducts.ca
Easy Lift Doors,"['515 James Street South', 'St. Marys, ON', 'N4X 1C7']",Mike Johnson,519-349-2355,easyliftdoors.com
Eaton Industries Canada,"['1349 Kelly Lake Road, Unit 4', 'Sudbury, ON', 'P3E 5P5']",Brian Coleman,705-524-7955,www.eatoncanada.ca
Eco Advantage Energy Advisors Inc,"['314 Benlock Road', 'Grafton, ON', 'K0K 2G0']",Edward Casteels,905-349-2387,https://www.eaea.ca/
Eco Insulation,"['8565 James Street  PO Box 144', 'Charing Cross,, ON', 'N0P 1G0']",Mike Dziedzic,519-352-2924,N/A
Eco Insulation,"['1057 Highway 7 E', 'Peterborough, ON', 'K9J 6X5']",Rob Hatfield,705-775-1211,N/A
Eco Insulation Franchising Inc.,"['C-540 Albert St.', 'Strathroy, ON', 'N7G 1W9']",Andrew Houben,519-200-4940,www.ecoinsulation.ca
Eco Insulation Inc.,"['8665 James Street', 'Charing Cross, ON', 'N0P 1G0']",Marcio Fernandes,519-352-2586,ecoinsulation.ca
Ecocor Construction Ltd.,"['4070 Confederation Parkway', 'Mississauga, ON', 'L5B 0E9']",Rami Saidi,416-500-5222,http://www.Ecocor.ca
EcoInnovation Technologies Inc,"['231 Rue Ste Marie', 'Saint Louis de Gonzague, QC', 'J0S 1T0']",Daniel Beauchemin,888-881-7693,http://www.ecoinnovation.ca
Ecosmart Air,"['105 Haist Ave, Unit 10', 'Vaughan, ON', 'L4L 5V6']",Lou Pulice,(905) 264-0038,https://www.ecovisionsales.ca/index.htm
Ed Dejonge Construction,"['7152 Riverview Line,', 'Chatham, ON', 'N7M 5T1']",Ed DeJonge,(519) 354-9620,-
Ed Robinson Homes Ltd.,"['319 River Road, R.R. #5', 'Dunnville, ON', 'N1A 2W3']",Glenn Morris,905-572-0895,-
Ed's Concrete Products Ltd.,"['1266 Erie Street', 'Stratford, ON', 'N5A 6S4']",Byron Veldjesgraaf,519-271-6590,edsconcrete.ca
Eddy Solutions,"['5255 Yonge Street', 'Toronto, ON', 'M2N 6P4']",Avishai Moscovich,416-902-0099,https://EddySolutions.com
Eden Build,"['135 South Drive', 'St.Catharines, ON', 'L2R 4W1']",Craig Eden,289-501-4978,http://www.edenbuild.ca
Eden Oak,"['1443 Hurontario St.', 'Mississauga, ON', 'L5G 3H5']",Romas Kartavicius,905-274-5500,www.edenoak.com
Eden Oak Homes Inc.,"['1443 Hurontario Street', 'Mississauga, ON', 'L5G 3H5']",Romas Kartavicius,905-274-5500,http://www.edenoak.com
Edenshaw Developments Limited,"['129 Lakeshore Road East', 'Mississauga, ON', 'L5G 1E5']",Joe Marchello,905-990-3500,http://www.edenshaw.com
Edge Kitchens Inc.,"['609 Ford Drive, Unit 1', 'Oakville, ON', 'L6J 7Z6']",Timothy Mabel,(905) 842-3343,https://www.edgekitchens.ca/
Edilcan Development Corporation,"['199 Adesso Drive', 'Concord, ON', 'L4K 3C4']",Gianpiero Di Rocco,416-663-8434,N/A
Edwards & Sons Complete Property Maintenance Inc.,"['10648 Westminister Dr.', 'Southwold, ON', 'N0L 2G0']",Chris Edwards,519-652-0826,www.edwardsandsons.ca
Edwin Barkey Construction Ltd.,"['Box 54, RR #1', 'Cannington, ON', 'L0E 1E0']",David Barkey,705-464-2474,www.barkeyconstruction.com
Efficient Home Design & Solutions ,"['96 Smith Rd', 'Oxford Station, ON', 'K0G 1T0']",Tim VanderMeer,613-240-7980,http://www.efficienthome.ca
Eggink Homes Inc.,"['81 Old Hwy 3, R.R. #1', 'Jarvis, ON', 'N0A 1J0']",George Eggink,519-587-4124,-
"EIDCA Specialty products, DBA: Dow Chemical Canada ULC","['6925 Century Ave,', 'Mississauga, ON', 'T2P 1M4']",Darrin Topping,289-527-6111,www.construction.tyvek.ca
EkoBuilt,"['2060 Bearhill Rd.', 'Carp, ON', 'K0A 1L0']",Paul Kealey,613-227-4663,https://ekobuilt.com/
Ekort Realty Brokerage,"['258 Front Street', 'Belleville, ON', 'K8N 2Z2']",Jamie Troke,613-969-9901,www.ekortrealty.com
Elastochem Specialty Chemicals Inc.,"['37 Easton Road', 'BRANTFORD, ON', 'N3P 1J4']",Marc Kast,519-754-1678,www.elastochem-ca.com
Electrolux Canada Corp.,"['5855 Terry Fox Way', 'Mississauga, ON', 'L5V 3E4']",David Marcelli,800-668-4606,https://www.frigidaire.ca
Element5,"['70 Dennis Road', 'St. Thomas, ON', 'N5P 0B6']",,888-670-7713,N/A
Elevate Developments,"['835 Loosestrife Way,', 'Gloucester, ON', 'K1T 3X1']",Samer Jazzar,613-612-0723,http://elevateluxuryhomes.ca/
Elevate Home Services,"['357 Edgeley Blvd.', 'Concord, ON', 'L4K 4Z5']",Melissa Barrett,905-669-5333,https://www.Elevatehs.ca
Elevate Home Services,"['357 Edgeley Blvd', 'Concord, ON', 'L4K 4Z5']",Marcus Butters,416-948-2392,https://www.elevatehs.ca
Elevate Living,"['800 Niagara Street, Unit E2', 'Welland, ON', 'L3C 5Z4']",Drew Toth,905-246-8097,elevateliving.ca
Eleven Eleven Real Estate Services,"['3200 Dufferin St, Unit 201', 'Toronto, ON', 'M6A 3B2']",Jessica Frutti,(416) 588-5100,https://1111realty.ca/
"Eleven Eleven Real Estate Services, Inc.","['3200 Dufferin Street', 'Toronto, ON', 'M6A 3B2']",Joel Fenwick,416-588-5100,http://1111realty.ca
Elexicon Energy,"['55 Taunton Road East', 'Ajax, ON', 'L1T 3V3']",Jeff O'Neil,613-966-1235,N/A
Elfarro Design-Build,"['890 Woodroffe Avenue', 'Ottawa, ON', 'K2A 3G3']",Kal Elfarro,613-894-6554,www.modernrenosolutions.com
Elgin Carpet One,"['1026 Talbot Street', 'St. Thomas, ON', 'N5P 1G3']",Rob Versteeg,(519) 631-8428,elgincarpetonestthomas.com
Elgin Realty Limited,"['2 Southridge Court', 'St. Thomas, ON', 'N5P3T2']",Angela DeVries,5198526025,www.elginrealty.ca
Elite Developments,"['3410 S SERVICE RD , SUITE 102', 'Burlington, ON', 'L7N 3T2']",Ahmad Mirza,(289) 816-1024,https://elitemdgroup.com/
Elite Homes,"['3705 Queen St.', 'Camlachie, ON', 'N0N 1E0']",Nelson Peters,(519) 339-6743,www.elitehomessarnia.com
ELM Insurance Brokers Inc.,"['400 Applewood Crescent, Suite 300', 'Concord, ON', 'L4K 0C3']",Nino Di Giovanni,(289) 257-6052,http://elm-insurance.com/
Elviano International Corp.,"['4711 Yonge Street', 'Toronto, ON', 'M2N 6K8']",Mehran Sayyadi,416-901-5001,http://www.elviano.com
Embee Residential,"['650 Kingston Road', 'Pickering, ON', 'L1V 0B8']",Michael Brown,905-831-0444,https://www.EmbeeEstates.com
Emblem Developments Inc. ,"['1819 Yonge Street', 'Toronto, ON', 'M4S 1X8']",Kash Pashootan,416-865-8620,http://www.emblemdevcorp.com
EMBLEM Developments Inc.,"['77 King Street W', 'Toronto, ON', 'M5K 1E7']",Kash Pashootan,(416) 865-8620,http://www.emblemdevcorp.com/
EMC Group Limited,"['7577 Keele Street', 'Vaughan, ON', 'L4K 4X3']",Mario Zuccaro,905-738-3939,http://www.emcgroup.ca
EMC Ready Mix/ Sarnia Concrete Products,"['800 Gillard Street', 'Wallaceburg, ON', 'N8A 4Z5']",Mark Matteis,519-627-1200,N/A
